GRE Score,TOEFL Score,SOP,LOR ,CGPA,Chance of Admit ,University Rating_1,University Rating_2,University Rating_3,University Rating_4,University Rating_5,Research_0,Research_1
1.76210664421617,1.7469706406568504,1.0938642223599824,1.167321139201246,1.7648182796261376,0.92,False,False,False,True,False,False,True
0.6276564089897139,-0.06763531281107672,0.5966532121963541,1.167321139201246,0.4551512643242912,0.76,False,False,False,True,False,False,True
-0.07046681268810527,-0.5625278455750569,-0.3977688081309026,0.052933416813421515,-1.0056311758200724,0.72,False,False,True,False,False,False,True
0.4531256035702591,0.4272572199529034,0.09944220203272576,-1.0614543055744028,0.11933920911869125,0.8,False,False,True,False,False,False,True
-0.24499761810756004,-0.7274920231630502,-1.3921908284581592,-0.5042604443804907,-0.6530285178541898,0.65,False,True,False,False,False,True,False
1.1512488252480781,1.2520781078928702,1.0938642223599824,-0.5042604443804907,1.244309594057455,0.9,False,False,False,False,True,False,True
0.36586020086053167,0.26229304236491,-0.3977688081309026,0.6101272780073337,-0.6698191206144725,0.75,False,False,True,False,False,False,True
-0.7685900343659244,-1.057420378339037,-0.3977688081309026,0.6101272780073337,-1.1735372034228724,0.68,False,True,False,False,False,True,False
-1.2921824506242887,-0.8924562007510436,-1.3921908284581592,-2.175842027962227,-1.0056311758200724,0.5,True,False,False,False,False,True,False
0.5403910062799865,0.09732886477691666,0.09944220203272576,-0.5042604443804907,0.0018049897967303734,0.45,False,False,True,False,False,True,False
0.7149218116994412,-0.2325994903990701,0.09944220203272576,0.6101272780073337,-0.3340070654088696,0.52,False,False,True,False,False,False,True
0.889452617118896,0.5922213975408968,0.5966532121963541,1.167321139201246,0.6734291002079332,0.84,False,False,False,True,False,False,True
0.9767180198286235,0.7571855751288902,0.5966532121963541,1.167321139201246,0.8413351278107333,0.78,False,False,False,True,False,False,True
-0.8558554370756518,0.26229304236491,0.5966532121963541,-0.5042604443804907,-1.0056311758200724,0.62,False,False,True,False,False,False,True
-0.5067938262367422,-0.5625278455750569,0.09944220203272576,-1.618648166768315,-0.6698191206144725,0.61,False,False,True,False,False,False,True
-0.24499761810756004,-0.39756366798706344,0.09944220203272576,-1.0614543055744028,-0.5019130930116695,0.54,False,False,True,False,False,True,False
0.016798590021622126,-0.06763531281107672,0.5966532121963541,-0.5042604443804907,0.16971101739953035,0.66,False,False,True,False,False,True,False
0.1913293954410769,-0.2325994903990701,0.5966532121963541,-0.5042604443804907,-1.0056311758200724,0.65,False,False,True,False,False,False,True
0.10406399273134952,0.4272572199529034,0.5966532121963541,-0.5042604443804907,0.3376170450023333,0.63,False,False,True,False,False,True,False
-1.2049170479145614,-0.8924562007510436,0.09944220203272576,-0.5042604443804907,-0.1661010378060696,0.62,False,False,True,False,False,True,False
-0.41952842352701486,-0.06763531281107672,-0.3977688081309026,-1.618648166768315,-1.1735372034228724,0.64,False,False,True,False,False,False,True
0.7149218116994412,1.087113930304877,-0.3977688081309026,-1.618648166768315,-0.3340070654088696,0.7,False,False,False,True,False,True,False
0.9767180198286235,1.4170422854808635,1.5910752325236108,1.724515000395158,1.5129592382219361,0.94,False,False,False,False,True,False,True
1.5003104360869879,1.9119348182448437,1.5910752325236108,1.167321139201246,1.848771293427536,0.95,False,False,False,False,True,False,True
1.6748412415064426,1.9119348182448437,0.5966532121963541,0.052933416813421515,2.016677321030339,0.97,False,False,False,False,True,False,True
2.023902852345352,2.076898995832837,1.0938642223599824,1.167321139201246,1.680865265824736,0.94,False,False,False,False,True,False,True
0.4531256035702591,0.26229304236491,1.0938642223599824,0.052933416813421515,0.3376170450023333,0.76,False,False,False,False,True,True,False
-1.6412440614631982,-1.5523129111030172,-1.8894018386217877,-1.0614543055744028,-1.8451613138340752,0.44,False,True,False,False,False,False,True
-1.9030402695923805,-2.377133799042984,-1.3921908284581592,-1.618648166768315,-2.348879396642477,0.46,True,False,False,False,False,True,False
-0.5940592289464697,-1.3873487335150236,-1.8894018386217877,-1.618648166768315,-2.180973369039677,0.54,False,True,False,False,False,True,False
-1.4667132560437435,-1.7172770886910105,-0.3977688081309026,-0.5042604443804907,-0.8377251482172725,0.65,False,True,False,False,False,False,True
0.889452617118896,-0.7274920231630502,0.5966532121963541,0.6101272780073337,-0.5019130930116695,0.74,False,False,True,False,False,False,True
1.8493720469258974,1.7469706406568504,-0.3977688081309026,1.167321139201246,1.3450532106191362,0.91,False,False,False,True,False,False,True
2.023902852345352,1.087113930304877,0.5966532121963541,0.6101272780073337,1.680865265824736,0.9,False,False,False,False,True,False,True
1.2385142279578056,0.7571855751288902,0.5966532121963541,1.724515000395158,2.016677321030339,0.94,False,False,False,False,True,False,True
0.2785947981508043,0.4272572199529034,1.5910752325236108,1.724515000395158,1.0092411554135332,0.88,False,False,False,False,True,False,True
-1.553978658753471,-0.2325994903990701,0.5966532121963541,0.6101272780073337,-0.3340070654088696,0.64,False,True,False,False,False,True,False
-1.4667132560437435,-0.39756366798706344,-2.386612848785416,-1.618648166768315,-1.3414432310256739,0.58,True,False,False,False,False,True,False
-1.117651645204834,-0.39756366798706344,-0.3977688081309026,-2.175842027962227,-1.8451613138340752,0.52,True,False,False,False,False,True,False
-0.8558554370756518,0.09732886477691666,0.5966532121963541,0.052933416813421515,-1.5093492586284738,0.48,False,True,False,False,False,True,False
-0.7685900343659244,0.4272572199529034,0.09944220203272576,-0.5042604443804907,-1.0056311758200724,0.46,False,False,True,False,False,False,True
-0.07046681268810527,-0.39756366798706344,-0.8949798182945309,-1.0614543055744028,-0.6698191206144725,0.49,False,True,False,False,False,False,True
-0.3322630208172874,-0.06763531281107672,-0.8949798182945309,-1.618648166768315,-0.1661010378060696,0.53,False,True,False,False,False,False,True
1.3257796306675331,1.582006463068857,1.0938642223599824,0.6101272780073337,0.8413351278107333,0.87,False,False,False,True,False,True,False
0.8021872144091686,0.9221497527168835,1.0938642223599824,0.6101272780073337,1.3450532106191362,0.91,False,False,False,False,True,False,True
0.4531256035702591,0.4272572199529034,1.5910752325236108,0.6101272780073337,0.8413351278107333,0.88,False,False,False,False,True,False,True
1.0639834225383509,1.087113930304877,0.5966532121963541,1.724515000395158,1.1771471830163363,0.86,False,False,False,False,True,False,True
1.9366374496356247,1.9119348182448437,1.0938642223599824,0.6101272780073337,1.848771293427536,0.89,False,False,False,False,True,True,False
0.36586020086053167,0.4272572199529034,0.09944220203272576,1.724515000395158,0.42157005880373183,0.82,False,False,True,False,False,False,True
0.889452617118896,0.5922213975408968,-0.3977688081309026,0.6101272780073337,-0.3340070654088696,0.78,False,False,False,True,False,False,True
-0.3322630208172874,-1.5523129111030172,-0.8949798182945309,1.167321139201246,-0.5019130930116695,0.76,False,False,True,False,False,False,True
-0.41952842352701486,-1.2223845559270303,-1.8894018386217877,0.052933416813421515,-1.1735372034228724,0.56,False,True,False,False,False,False,True
1.5003104360869879,1.4170422854808635,0.5966532121963541,-0.5042604443804907,-1.0056311758200724,0.78,False,False,False,True,False,False,True
0.6276564089897139,0.7571855751288902,0.5966532121963541,-1.0614543055744028,-0.8377251482172725,0.72,False,False,False,True,False,False,True
0.4531256035702591,0.4272572199529034,-0.3977688081309026,0.052933416813421515,-1.0056311758200724,0.7,False,False,True,False,False,True,False
0.2785947981508043,-0.7274920231630502,-0.3977688081309026,-0.5042604443804907,-1.5093492586284738,0.64,False,False,True,False,False,True,False
-0.07046681268810527,-0.8924562007510436,-1.3921908284581592,-0.5042604443804907,-2.013067341436875,0.64,False,False,True,False,False,True,False
-1.6412440614631982,-1.3873487335150236,0.5966532121963541,-1.618648166768315,-1.6772552862312753,0.46,False,True,False,False,False,True,False
-1.4667132560437435,-1.3873487335150236,-0.3977688081309026,-1.618648166768315,-3.0205035070536796,0.36,True,False,False,False,False,False,True
-0.5067938262367422,-0.5625278455750569,-1.3921908284581592,-1.618648166768315,-0.5019130930116695,0.42,False,True,False,False,False,True,False
-0.681324631656197,-1.2223845559270303,-0.3977688081309026,-0.5042604443804907,-0.8377251482172725,0.48,False,True,False,False,False,True,False
-0.8558554370756518,-1.057420378339037,0.5966532121963541,-0.5042604443804907,-0.6698191206144725,0.47,False,False,True,False,False,True,False
-1.117651645204834,-0.39756366798706344,-0.3977688081309026,-0.5042604443804907,-0.6698191206144725,0.54,False,True,False,False,False,False,True
-0.15773221539783266,-0.06763531281107672,0.5966532121963541,-0.5042604443804907,-0.1661010378060696,0.56,False,True,False,False,False,False,True
0.7149218116994412,0.5922213975408968,-0.3977688081309026,0.052933416813421515,0.16971101739953035,0.52,False,False,True,False,False,True,False
0.7149218116994412,0.7571855751288902,0.09944220203272576,0.052933416813421515,0.5391042781256927,0.55,False,False,False,True,False,True,False
0.889452617118896,1.087113930304877,-0.3977688081309026,-0.5042604443804907,0.7070103057284927,0.61,False,False,True,False,False,True,False
